,artist,rank,title,week
2328,Black Sheep,4,Flavor Of The Month,9--
2329,Nice & Smooth,5,Hip Hop Junkies,9--
2330,MC Lyte,6,When In Love,9--
2331,A Tribe Called Quest,7,Check The Rhime,9--
2332,Public Enemy,8,Can't Truss It,9--
2333,The 2 Live Crew,9,Pop That Coochie,9--
2334,Biz Markie,10,What Comes Around Goes Around,9--
2335,H.E.A.L.,11,Heal Yourself,9--
2336,Salt-N-Pepa,12,Let's Talk About Sex,9--
2337,Yomo & Maulkie,13,Glory,9--
2338,Kid 'N Play,14,Ain't Gonna Hurt Nobody,9--
2339,2 Kings In A Cipher,15,Definition Of A King,9--
2340,Yo-Yo,16,Ain't Nobody Better,9--
2341,UMC's,17,Blue Cheese,9--
2342,The Jaz,18,A Groove (This Is What U Rap 2),9--
2343,Larry Larr,19,Confused,9--
2344,M.C. Breed & D.F.C.,20,Ain't No Future In Yo' Fronting,9--
2345,Def Jef,21,Here We Go Again,9--
2346,Leaders Of The New School,22,Sobb Story,9--
2347,Above The Law,23,4 The Funk of It,9--
2348,Queen Latifah,24,Fly Girl,9--
2349,F.S. Effect,25,I Wanna B Ure Lover,9--
2350,Geto Boys,1,Mind Playing Tricks On Me,6--
2351,Tim Dog,2,F-ck Compton,6--
2352,Black Sheep,3,Flavor Of The Month,6--
2353,MC Lyte,4,When In Love,6--
2354,A Tribe Called Quest,5,Check The Rhime,6--
2355,Naughty By Nature,6,O.P.P.,6--
2356,Public Enemy,7,Can't Truss It,6--
2357,The 2 Live Crew,8,Pop That Coochie,6--
2358,Nice & Smooth,9,Hip Hop Junkies,6--
2359,H.E.A.L.,10,Heal Yourself,6--
2360,Kid 'N Play,11,Ain't Gonna Hurt Nobody,6--
2361,Yomo & Maulkie,12,Glory,6--
2362,Salt-N-Pepa,13,Let's Talk About Sex,6--
2363,UMC's,14,Blue Cheese,6--
2364,Biz Markie,15,What Comes Around Goes Around,6--
2365,Gang Starr,16,Step In The Arena,6--
2366,M.C. Breed & D.F.C.,17,Ain't No Future In Yo' Fronting,6--
2367,F.S. Effect,18,I Wanna B Ure Lover,6--
2368,Queen Latifah,19,Fly Girl,6--
2369,D.J. Magic Mike & Madness,20,You Want Bass,6--
2370,Above The Law,21,4 The Funk of It,6--
2371,Cypress Hill,22,The Phuncky Feel One/How I Could Just Kill A Man,6--
2372,Def Jef,23,Here We Go Again,6--
2373,Marley Marl,24,The Symphony Pt. II,6--
2374,Yo-Yo,25,Ain't Nobody Better,6--
2375,Geto Boys,1,Mind Playing Tricks On Me,2--
2376,Black Sheep,2,Flavor Of The Month,2--
2377,Public Enemy,3,Can't Truss It,2--
2378,A Tribe Called Quest,4,Check The Rhime,2--
2379,MC Lyte,5,When In Love,2--
2380,The 2 Live Crew,6,Pop That Coochie,2--
2381,Tim Dog,7,F-ck Compton,2--
2382,Nice & Smooth,8,Hip Hop Junkies,2--
2383,Naughty By Nature,9,O.P.P.,2--
2384,Kid 'N Play,10,Ain't Gonna Hurt Nobody,2--
2385,Yomo & Maulkie,11,Glory,2--
2386,Salt-N-Pepa,12,Let's Talk About Sex,2--
2387,UMC's,13,Blue Cheese,2--
2388,H.E.A.L.,14,Heal Yourself,2--
2389,Gang Starr,15,Step In The Arena,2--
2390,F.S. Effect,16,I Wanna B Ure Lover,2--
2391,Marley Marl,17,The Symphony Pt. II,2--
2392,Cypress Hill,18,The Phuncky Feel One/How I Could Just Kill A Man,2--
2393,M.C. Breed & D.F.C.,19,Ain't No Future In Yo' Fronting,2--
2394,Queen Latifah,20,Fly Girl,2--
2395,Above The Law,21,4 The Funk of It,2--
2396,D.J. Magic Mike & Madness,22,You Want Bass,2--
2397,Def Jef,23,Here We Go Again,2--
2398,Heavy D & The Boyz,24,Is It Good To You,2--
2399,Compton's Most Wanted,25,Straight Checkn' Em,2--
2400,Public Enemy,1,Can't Truss It,9--
2401,Geto Boys,2,Mind Playing Tricks On Me,9--
2402,MC Lyte,3,When In Love,9--
2403,A Tribe Called Quest,4,Check The Rhime,9--
2404,Black Sheep,5,Flavor Of The Month,9--
2405,The 2 Live Crew,6,Pop That Coochie,9--
2406,Kid 'N Play,7,Ain't Gonna Hurt Nobody,9--
2407,Yomo & Maulkie,8,Glory,9--
2408,UMC's,9,Blue Cheese,9--
2409,Tim Dog,10,F-ck Compton,9--
2410,Gang Starr,11,Step In The Arena,9--
2411,Marley Marl,12,The Symphony Pt. II,9--
2412,Naughty By Nature,13,O.P.P.,9--
2413,F.S. Effect,14,I Wanna B Ure Lover,9--
2414,Salt-N-Pepa,15,Let's Talk About Sex,9--
2415,Cypress Hill,16,The Phuncky Feel One/How I Could Just Kill A Man,9--
2416,Nice & Smooth,17,Hip Hop Junkies,9--
2417,H.E.A.L.,18,Heal Yourself,9--
2418,Heavy D & The Boyz,19,Is It Good To You,9--
2419,Queen Latifah,20,Fly Girl,9--
2420,Digital Underground,21,Kiss You Back,9--
2421,D.J. Magic Mike & Madness,22,You Want Bass,9--
2422,Def Jef,23,Here We Go Again,9--
2423,M.C. Breed & D.F.C.,24,Ain't No Future In Yo' Fronting,9--
2424,D-Nice,25,25 Ta Life,9--
2425,Public Enemy,1,Can't Truss It,6--
2426,A Tribe Called Quest,2,Check The Rhime,6--
2427,MC Lyte,3,When In Love,6--
2428,Kid 'N Play,4,Ain't Gonna Hurt Nobody,6--
2429,Geto Boys,5,Mind Playing Tricks On Me,6--
2430,The 2 Live Crew,6,Pop That Coochie,6--
2431,Yomo & Maulkie,7,Glory,6--
2432,UMC's,8,Blue Cheese,6--
2433,Gang Starr,9,Step In The Arena,6--
2434,Black Sheep,10,Flavor Of The Month,6--
2435,Marley Marl,11,The Symphony Pt. II,6--
2436,Cypress Hill,12,The Phuncky Feel One/How I Could Just Kill A Man,6--
2437,F.S. Effect,13,I Wanna B Ure Lover,6--
2438,Salt-N-Pepa,14,Let's Talk About Sex,6--
2439,Naughty By Nature,15,O.P.P.,6--
2440,Tim Dog,16,F-ck Compton,6--
2441,Heavy D & The Boyz,17,Is It Good To You,6--
2442,Chubb Rock,18,Just The Two Of Us,6--
2443,Nice & Smooth,19,Hip Hop Junkies,6--
2444,Compton's Most Wanted,20,Straight Checkn' Em,6--
2445,Digital Underground,21,Kiss You Back,6--
2446,Hen-Gee & Evil-E,22,Lil Trig,6--
2447,D-Nice,23,25 Ta Life,6--
2448,Def Jef,24,Here We Go Again,6--
2449,M.C. Breed & D.F.C.,25,Ain't No Future In Yo' Fronting,6--
2450,Public Enemy,1,Can't Truss It,3--
2451,A Tribe Called Quest,2,Check The Rhime,3--
2452,MC Lyte,3,When In Love,3--
2453,Kid 'N Play,4,Ain't Gonna Hurt Nobody,3--
2454,The 2 Live Crew,5,Pop That Coochie,3--
2455,Geto Boys,6,Mind Playing Tricks On Me,3--
2456,UMC's,7,Blue Cheese,3--
2457,Gang Starr,8,Step In The Arena,3--
2458,Yomo & Maulkie,9,Glory,3--
2459,Marley Marl,10,The Symphony Pt. II,3--
2460,Cypress Hill,11,The Phuncky Feel One/How I Could Just Kill A Man,3--
2461,F.S. Effect,12,I Wanna B Ure Lover,3--
2462,Heavy D & The Boyz,13,Is It Good To You,3--
2463,Digital Underground,14,Kiss You Back,3--
2464,Chubb Rock,15,Just The Two Of Us,3--
2465,Black Sheep,16,Flavor Of The Month,3--
2466,Naughty By Nature,17,O.P.P.,3--
2467,Compton's Most Wanted,18,Straight Checkn' Em,3--
2468,Hen-Gee & Evil-E,19,Lil Trig,3--
2469,Salt-N-Pepa,20,Let's Talk About Sex,3--
2470,Nice & Smooth,21,Hip Hop Junkies,3--
2471,Candyman,22,1-800-Sky-Talk PIN #110279,3--
2472,D-Nice,23,25 Ta Life,3--
2473,Poor Righteous Teachers,24,Shakiyla (JRH),3--
2474,Def Jef,25,Here We Go Again,3--
2475,A Tribe Called Quest,1,Check The Rhime,0--
2476,Kid 'N Play,2,Ain't Gonna Hurt Nobody,0--
2477,Public Enemy,3,Can't Truss It,0--
2478,MC Lyte,4,When In Love,0--
2479,The 2 Live Crew,5,Pop That Coochie,0--
2480,UMC's,6,Blue Cheese,0--
2481,Gang Starr,7,Step In The Arena,0--
2482,Geto Boys,8,Mind Playing Tricks On Me,0--
2483,Marley Marl,9,The Symphony Pt. II,0--
2484,Cypress Hill,10,The Phuncky Feel One/How I Could Just Kill A Man,0--
2485,Chubb Rock,11,Just The Two Of Us,0--
2486,Digital Underground,12,Kiss You Back,0--
2487,Yomo & Maulkie,13,Glory,0--
2488,Heavy D & The Boyz,14,Is It Good To You,0--
2489,Hen-Gee & Evil-E,15,Lil Trig,0--
2490,Compton's Most Wanted,16,Straight Checkn' Em,0--
2491,Naughty By Nature,17,O.P.P.,0--
2492,Candyman,18,1-800-Sky-Talk PIN #110279,0--
2493,Jibri Wise One,19,I'll Be There For You,0--
2494,Black Sheep,20,Flavor Of The Month,0--
2495,Poor Righteous Teachers,21,Shakiyla (JRH),0--
2496,F.S. Effect,22,I Wanna B Ure Lover,0--
2497,M.C. Hammer,23,2 Legit 2 Quit,0--
2498,Salt-N-Pepa,24,Let's Talk About Sex,0--
2499,3rd Bass,25,Portrait Of The Artist As A Hood,0--
2500,Kid 'N Play,1,Ain't Gonna Hurt Nobody,7--
2501,A Tribe Called Quest,2,Check The Rhime,7--
2502,Public Enemy,3,Can't Truss It,7--
2503,UMC's,4,Blue Cheese,7--
2504,Gang Starr,5,Step In The Arena,7--
2505,MC Lyte,6,When In Love,7--
2506,The 2 Live Crew,7,Pop That Coochie,7--
2507,Chubb Rock,8,Just The Two Of Us,7--
2508,Cypress Hill,9,The Phuncky Feel One/How I Could Just Kill A Man,7--
2509,Marley Marl,10,The Symphony Pt. II,7--
2510,Digital Underground,11,Kiss You Back,7--
2511,Heavy D & The Boyz,12,Is It Good To You,7--
2512,Geto Boys,13,Mind Playing Tricks On Me,7--
2513,Jibri Wise One,14,I'll Be There For You,7--
2514,Hen-Gee & Evil-E,15,Lil Trig,7--
2515,Compton's Most Wanted,16,Straight Checkn' Em,7--
2516,Poor Righteous Teachers,17,Shakiyla (JRH),7--
2517,Candyman,18,1-800-Sky-Talk PIN #110279,7--
2518,ED O.G & DA Bulldogs,19,Be A Father To Your Child,7--
2519,Big Daddy Kane,20,Groove With It,7--
2520,M.C. Hammer,21,2 Legit 2 Quit,7--
2521,Marky Mark & The Funky Bunch,22,Wildside,7--
2522,Naughty By Nature,23,O.P.P.,7--
2523,3rd Bass,24,Portrait Of The Artist As A Hood,7--
2524,Yomo & Maulkie,25,Glory,7--
2525,Kid 'N Play,1,Ain't Gonna Hurt Nobody,4--
2526,UMC's,2,Blue Cheese,4--
2527,A Tribe Called Quest,3,Check The Rhime,4--
2528,Public Enemy,4,Can't Truss It,4--
2529,Chubb Rock,5,Just The Two Of Us,4--
2530,Gang Starr,6,Step In The Arena,4--
2531,Cypress Hill,7,The Phuncky Feel One/How I Could Just Kill A Man,4--
2532,The 2 Live Crew,8,Pop That Coochie,4--
2533,Digital Underground,9,Kiss You Back,4--
2534,Jibri Wise One,10,I'll Be There For You,4--
2535,MC Lyte,11,When In Love,4--
2536,Marley Marl,12,The Symphony Pt. II,4--
2537,ED O.G & DA Bulldogs,13,Be A Father To Your Child,4--
2538,Poor Righteous Teachers,14,Shakiyla (JRH),4--
2539,Candyman,15,1-800-Sky-Talk PIN #110279,4--
2540,M.C. Hammer,16,2 Legit 2 Quit,4--
2541,Heavy D & The Boyz,17,Is It Good To You,4--
2542,Geto Boys,18,Mind Playing Tricks On Me,4--
2543,Marky Mark & The Funky Bunch,19,Wildside,4--
2544,Big Daddy Kane,20,Groove With It,4--
2545,Hen-Gee & Evil-E,21,Lil Trig,4--
2546,Compton's Most Wanted,22,Straight Checkn' Em,4--
2547,3rd Bass,23,Portrait Of The Artist As A Hood,4--
2548,2nd II None,24,Be True To Yourself,4--
2549,Naughty By Nature,25,O.P.P.,4--
2550,UMC's,1,Blue Cheese,1--
2551,Chubb Rock,2,Just The Two Of Us,1--
