,artist,rank,title,week
4789,B.o.B Featuring 2 Chainz,15,HeadBand,1--
4790,French Montana,16,Ain't Worried About Nothin,1--
4791,2 Chainz Featuring Pharrell,17,Feds Watching,1--
4792,Kendrick Lamar,18,"Bitch, Don't Kill My Vibe",1--
4793,Pitbull Featuring Christina Aguilera,19,Feel This Moment,1--
4794,JAY-Z,20,Tom Ford,1--
4795,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",21,No New Friends (SFTB Remix),1--
4796,Jay Z Featuring Rick Ross,22,F*ckwithmeyouknowigotit,1--
4797,Wale Featuring Sam Dew,23,LoveHate Thing,1--
4798,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",24,Bubble Butt,1--
4799,Yo Gotti Featuring Jeezy & YG,25,Act Right,1--
4800,Jay Z Featuring Justin Timberlake,1,Holy Grail,7--
4801,Macklemore & Ryan Lewis Featuring Mary Lambert,2,Same Love,7--
4802,Macklemore & Ryan Lewis Featuring Ray Dalton,3,Can't Hold Us,7--
4803,Sage The Gemini Featuring IamSu!,4,Gas Pedal,7--
4804,Macklemore & Ryan Lewis Featuring Wanz,5,Thrift Shop,7--
4805,J. Cole Featuring Miguel,6,Power Trip,7--
4806,J. Cole Featuring TLC,7,Crooked Smile,7--
4807,Big Sean Featuring Lil Wayne & Jhene Aiko,8,Beware,7--
4808,Rocko Featuring Future & Rick Ross,9,U.O.E.N.O.,7--
4809,Rich Homie Quan,10,Type Of Way,7--
4810,The FiNATTiCZ,11,Don't Drop That Thun Thun!,7--
4811,Wale Featuring Tiara Thomas Or Rihanna,12,Bad,7--
4812,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",13,Tapout,7--
4813,Sage The Gemini,14,Red Nose,7--
4814,2 Chainz Featuring Pharrell,15,Feds Watching,7--
4815,B.o.B Featuring 2 Chainz,16,HeadBand,7--
4816,French Montana,17,Ain't Worried About Nothin,7--
4817,Kendrick Lamar,18,"Bitch, Don't Kill My Vibe",7--
4818,JAY-Z,19,Tom Ford,7--
4819,Pitbull Featuring Christina Aguilera,20,Feel This Moment,7--
4820,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",21,No New Friends (SFTB Remix),7--
4821,Jay Z Featuring Rick Ross,22,F*ckwithmeyouknowigotit,7--
4822,Ludacris,23,Helluva Night,7--
4823,Wale Featuring Sam Dew,24,LoveHate Thing,7--
4824,Yo Gotti Featuring Jeezy & YG,25,Act Right,7--
4825,Eminem,1,Berzerk,4--
4826,Jay Z Featuring Justin Timberlake,2,Holy Grail,4--
4827,Macklemore & Ryan Lewis Featuring Mary Lambert,3,Same Love,4--
4828,Macklemore & Ryan Lewis Featuring Ray Dalton,4,Can't Hold Us,4--
4829,Sage The Gemini Featuring IamSu!,5,Gas Pedal,4--
4830,Macklemore & Ryan Lewis Featuring Wanz,6,Thrift Shop,4--
4831,Big Sean Featuring Lil Wayne & Jhene Aiko,7,Beware,4--
4832,J. Cole Featuring TLC,8,Crooked Smile,4--
4833,J. Cole Featuring Miguel,9,Power Trip,4--
4834,Rich Homie Quan,10,Type Of Way,4--
4835,Rocko Featuring Future & Rick Ross,11,U.O.E.N.O.,4--
4836,Sage The Gemini,12,Red Nose,4--
4837,B.o.B Featuring 2 Chainz,13,HeadBand,4--
4838,Wale Featuring Tiara Thomas Or Rihanna,14,Bad,4--
4839,2 Chainz Featuring Pharrell,15,Feds Watching,4--
4840,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",16,Tapout,4--
4841,The FiNATTiCZ,17,Don't Drop That Thun Thun!,4--
4842,JAY-Z,18,Tom Ford,4--
4843,French Montana,19,Ain't Worried About Nothin,4--
4844,Pitbull Featuring Christina Aguilera,20,Feel This Moment,4--
4845,Kanye West,21,Blood On The Leaves,4--
4846,Jay Z Featuring Rick Ross,22,F*ckwithmeyouknowigotit,4--
4847,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",23,No New Friends (SFTB Remix),4--
4848,Juicy J Featuring Wale & Trey Songz,24,Bounce It,4--
4849,Migos,25,Versace,4--
4850,Jay Z Featuring Justin Timberlake,1,Holy Grail,1--
4851,Eminem,2,Berzerk,1--
4852,Macklemore & Ryan Lewis Featuring Mary Lambert,3,Same Love,1--
4853,Macklemore & Ryan Lewis Featuring Ray Dalton,4,Can't Hold Us,1--
4854,Sage The Gemini Featuring IamSu!,5,Gas Pedal,1--
4855,J. Cole Featuring TLC,6,Crooked Smile,1--
4856,Big Sean Featuring Lil Wayne & Jhene Aiko,7,Beware,1--
4857,Macklemore & Ryan Lewis Featuring Wanz,8,Thrift Shop,1--
4858,J. Cole Featuring Miguel,9,Power Trip,1--
4859,Rich Homie Quan,10,Type Of Way,1--
4860,Sage The Gemini,11,Red Nose,1--
4861,Rocko Featuring Future & Rick Ross,12,U.O.E.N.O.,1--
4862,B.o.B Featuring 2 Chainz,13,HeadBand,1--
4863,2 Chainz Featuring Pharrell,14,Feds Watching,1--
4864,Wale Featuring Tiara Thomas Or Rihanna,15,Bad,1--
4865,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",16,Tapout,1--
4866,The FiNATTiCZ,17,Don't Drop That Thun Thun!,1--
4867,JAY-Z,18,Tom Ford,1--
4868,Juicy J Featuring Wale & Trey Songz,19,Bounce It,1--
4869,French Montana,20,Ain't Worried About Nothin,1--
4870,Jay Z Featuring Rick Ross,21,F*ckwithmeyouknowigotit,1--
4871,Kendrick Lamar Featuring MC Eiht,22,m.A.A.d City,1--
4872,Migos,23,Versace,1--
4873,Yo Gotti Featuring Jeezy & YG,24,Act Right,1--
4874,Flo Rida Featuring Pitbull,25,Can't Believe It,1--
4875,Jay Z Featuring Justin Timberlake,1,Holy Grail,8--
4876,Eminem,2,Berzerk,8--
4877,Macklemore & Ryan Lewis Featuring Mary Lambert,3,Same Love,8--
4878,Macklemore & Ryan Lewis Featuring Ray Dalton,4,Can't Hold Us,8--
4879,J. Cole Featuring TLC,5,Crooked Smile,8--
4880,Sage The Gemini Featuring IamSu!,6,Gas Pedal,8--
4881,Big Sean Featuring Lil Wayne & Jhene Aiko,7,Beware,8--
4882,Rich Homie Quan,8,Type Of Way,8--
4883,Macklemore & Ryan Lewis Featuring Wanz,9,Thrift Shop,8--
4884,Sage The Gemini,10,Red Nose,8--
4885,J. Cole Featuring Miguel,11,Power Trip,8--
4886,2 Chainz Featuring Pharrell,12,Feds Watching,8--
4887,Rocko Featuring Future & Rick Ross,13,U.O.E.N.O.,8--
4888,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",14,23,8--
4889,B.o.B Featuring 2 Chainz,15,HeadBand,8--
4890,JAY-Z,16,Tom Ford,8--
4891,Wale Featuring Tiara Thomas Or Rihanna,17,Bad,8--
4892,Future,18,Honest,8--
4893,The FiNATTiCZ,19,Don't Drop That Thun Thun!,8--
4894,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",20,Tapout,8--
4895,Drake,21,Wu-Tang Forever,8--
4896,Juicy J Featuring Wale & Trey Songz,22,Bounce It,8--
4897,2 Chainz Featuring Drake & Lil Wayne,23,I Do It,8--
4898,French Montana,24,Ain't Worried About Nothin,8--
4899,Jay Z Featuring Rick Ross,25,F*ckwithmeyouknowigotit,8--
4900,Jay Z Featuring Justin Timberlake,1,Holy Grail,5--
4901,Eminem,2,Berzerk,5--
4902,Macklemore & Ryan Lewis Featuring Mary Lambert,3,Same Love,5--
4903,J. Cole Featuring TLC,4,Crooked Smile,5--
4904,Macklemore & Ryan Lewis Featuring Ray Dalton,5,Can't Hold Us,5--
4905,Big Sean Featuring Lil Wayne & Jhene Aiko,6,Beware,5--
4906,Sage The Gemini Featuring IamSu!,7,Gas Pedal,5--
4907,Drake,8,Wu-Tang Forever,5--
4908,Rich Homie Quan,9,Type Of Way,5--
4909,Macklemore & Ryan Lewis Featuring Wanz,10,Thrift Shop,5--
4910,J. Cole Featuring Miguel,11,Power Trip,5--
4911,Sage The Gemini,12,Red Nose,5--
4912,JAY-Z,13,Tom Ford,5--
4913,B.o.B Featuring 2 Chainz,14,HeadBand,5--
4914,Rocko Featuring Future & Rick Ross,15,U.O.E.N.O.,5--
4915,Future,16,Honest,5--
4916,2 Chainz Featuring Pharrell,17,Feds Watching,5--
4917,Kid Ink Featuring Chris Brown,18,Show Me,5--
4918,Juicy J Featuring Wale & Trey Songz,19,Bounce It,5--
4919,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,20,White Walls,5--
4920,The FiNATTiCZ,21,Don't Drop That Thun Thun!,5--
4921,Yo Gotti Featuring Jeezy & YG,22,Act Right,5--
4922,Young Dro,23,FDB,5--
4923,Jay Z Featuring Rick Ross,24,F*ckwithmeyouknowigotit,5--
4924,French Montana,25,Ain't Worried About Nothin,5--
4925,Jay Z Featuring Justin Timberlake,1,Holy Grail,2--
4926,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",2,23,2--
4927,Eminem,3,Berzerk,2--
4928,Drake Featuring 2 Chainz & Big Sean,4,All Me,2--
4929,J. Cole Featuring TLC,5,Crooked Smile,2--
4930,Macklemore & Ryan Lewis Featuring Ray Dalton,6,Can't Hold Us,2--
4931,Macklemore & Ryan Lewis Featuring Mary Lambert,7,Same Love,2--
4932,Big Sean Featuring Lil Wayne & Jhene Aiko,8,Beware,2--
4933,Drake,9,The Language,2--
4934,Sage The Gemini Featuring IamSu!,10,Gas Pedal,2--
4935,Rich Homie Quan,11,Type Of Way,2--
4936,Drake,12,Furthest Thing,2--
4937,J. Cole Featuring Miguel,13,Power Trip,2--
4938,Macklemore & Ryan Lewis Featuring Wanz,14,Thrift Shop,2--
4939,Drake,15,Wu-Tang Forever,2--
4940,Drake,16,Too Much,2--
4941,Drake Featuring Jay Z,17,Pound Cake / Paris Morton Music 2,2--
4942,Drake Featuring Jhene Aiko,18,From Time,2--
4943,Future,19,Honest,2--
4944,Sage The Gemini,20,Red Nose,2--
4945,JAY-Z,21,Tom Ford,2--
4946,B.o.B Featuring 2 Chainz,22,HeadBand,2--
4947,Drake,23,Tuscan Leather,2--
4948,Drake,24,Come Thru,2--
4949,Juicy J Featuring Wale & Trey Songz,25,Bounce It,2--
4950,Jay Z Featuring Justin Timberlake,1,Holy Grail,9--
4951,Eminem,2,Berzerk,9--
4952,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",3,23,9--
4953,Kanye West Featuring Cam'ron & Consequence,4,Gone,9--
4954,J. Cole Featuring TLC,5,Crooked Smile,9--
4955,Macklemore & Ryan Lewis Featuring Ray Dalton,6,Can't Hold Us,9--
4956,Drake Featuring 2 Chainz & Big Sean,7,All Me,9--
4957,Big Sean Featuring Lil Wayne & Jhene Aiko,8,Beware,9--
4958,Macklemore & Ryan Lewis Featuring Mary Lambert,9,Same Love,9--
4959,Sage The Gemini Featuring IamSu!,10,Gas Pedal,9--
4960,Rich Homie Quan,11,Type Of Way,9--
4961,Macklemore & Ryan Lewis Featuring Wanz,12,Thrift Shop,9--
4962,Future,13,Honest,9--
4963,J. Cole Featuring Miguel,14,Power Trip,9--
4964,Sage The Gemini,15,Red Nose,9--
4965,YG Featuring Jeezy & Rich Homie Quan,16,My Hitta,9--
4966,JAY-Z,17,Tom Ford,9--
4967,Drake,18,The Language,9--
4968,B.o.B Featuring 2 Chainz,19,HeadBand,9--
4969,Drake,20,Furthest Thing,9--
4970,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,21,White Walls,9--
4971,Juicy J Featuring Wale & Trey Songz,22,Bounce It,9--
4972,Drake Featuring Jay Z,23,Pound Cake / Paris Morton Music 2,9--
4973,Drake Featuring Jhene Aiko,24,From Time,9--
4974,Drake,25,Too Much,9--
4975,Jay Z Featuring Justin Timberlake,1,Holy Grail,6--
4976,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",2,23,6--
4977,Eminem,3,Berzerk,6--
4978,Eminem,4,Survival,6--
4979,YG Featuring Jeezy & Rich Homie Quan,5,My Hitta,6--
4980,J. Cole Featuring TLC,6,Crooked Smile,6--
4981,Macklemore & Ryan Lewis Featuring Ray Dalton,7,Can't Hold Us,6--
4982,Drake Featuring 2 Chainz & Big Sean,8,All Me,6--
4983,Big Sean Featuring Lil Wayne & Jhene Aiko,9,Beware,6--
4984,Sage The Gemini Featuring IamSu!,10,Gas Pedal,6--
4985,Pitbull Featuring Ke$ha,11,Timber,6--
4986,Rich Homie Quan,12,Type Of Way,6--
4987,Macklemore & Ryan Lewis Featuring Mary Lambert,13,Same Love,6--
4988,Sage The Gemini,14,Red Nose,6--
4989,Future,15,Honest,6--
4990,Macklemore & Ryan Lewis Featuring Wanz,16,Thrift Shop,6--
4991,JAY-Z,17,Tom Ford,6--
4992,J. Cole Featuring Miguel,18,Power Trip,6--
4993,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,19,White Walls,6--
4994,Juicy J Featuring Wale & Trey Songz,20,Bounce It,6--
4995,Drake Featuring Jay Z,21,Pound Cake / Paris Morton Music 2,6--
4996,Drake,22,The Language,6--
4997,Drake,23,Furthest Thing,6--
4998,Jay Z Featuring Rick Ross,24,F*ckwithmeyouknowigotit,6--
4999,Drake Featuring Jhene Aiko,25,From Time,6--
5000,Eminem,1,Rap God,2--
5001,Jay Z Featuring Justin Timberlake,2,Holy Grail,2--
5002,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",3,23,2--
5003,Eminem,4,Berzerk,2--
5004,YG Featuring Jeezy & Rich Homie Quan,5,My Hitta,2--
5005,Eminem,6,Survival,2--
5006,J. Cole Featuring TLC,7,Crooked Smile,2--
5007,Sage The Gemini Featuring IamSu!,8,Gas Pedal,2--
5008,Macklemore & Ryan Lewis Featuring Ray Dalton,9,Can't Hold Us,2--
5009,Drake Featuring 2 Chainz & Big Sean,10,All Me,2--
5010,Pitbull Featuring Ke$ha,11,Timber,2--
5011,Big Sean Featuring Lil Wayne & Jhene Aiko,12,Beware,2--
5012,Rich Homie Quan,13,Type Of Way,2--
5013,Future,14,Honest,2--
5014,Sage The Gemini,15,Red Nose,2--
5015,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,16,White Walls,2--
5016,JAY-Z,17,Tom Ford,2--
5017,J. Cole Featuring Miguel,18,Power Trip,2--
5018,Juicy J Featuring Wale & Trey Songz,19,Bounce It,2--
5019,Drake Featuring Jay Z,20,Pound Cake / Paris Morton Music 2,2--
5020,Travie McCoy Featuring Jason Mraz,21,Rough Water,2--
5021,Drake,22,The Language,2--
5022,Lupe Fiasco Featuring Ed Sheeran,23,Old School Love,2--
5023,Young Dro,24,FDB,2--
5024,Jay Z Featuring Rick Ross,25,F*ckwithmeyouknowigotit,2--
5025,Jay Z Featuring Justin Timberlake,1,Holy Grail,9--
5026,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",2,23,9--
5027,YG Featuring Jeezy & Rich Homie Quan,3,My Hitta,9--
5028,Eminem,4,Rap God,9--
5029,Eminem,5,Berzerk,9--
5030,Pitbull Featuring Ke$ha,6,Timber,9--
5031,J. Cole Featuring TLC,7,Crooked Smile,9--
5032,Sage The Gemini Featuring IamSu!,8,Gas Pedal,9--
5033,Drake Featuring 2 Chainz & Big Sean,9,All Me,9--
5034,Macklemore & Ryan Lewis Featuring Ray Dalton,10,Can't Hold Us,9--
5035,Big Sean Featuring Lil Wayne & Jhene Aiko,11,Beware,9--
5036,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,12,White Walls,9--
5037,Future,13,Honest,9--
5038,Sage The Gemini,14,Red Nose,9--
5039,Rich Homie Quan,15,Type Of Way,9--
5040,JAY-Z,16,Tom Ford,9--
5041,Eminem,17,Survival,9--
5042,Juicy J Featuring Wale & Trey Songz,18,Bounce It,9--
5043,Drake Featuring Jay Z,19,Pound Cake / Paris Morton Music 2,9--
5044,Travie McCoy Featuring Jason Mraz,20,Rough Water,9--
5045,ScHoolboy Q Featuring Kendrick Lamar,21,Collard Greens,9--
5046,"DJ Khaled Featuring Nicki Minaj, Rick Ross & Future",22,I Wanna Be With You,9--
5047,Drake,23,The Language,9--
5048,Drake Featuring Jhene Aiko,24,From Time,9--
5049,Young Dro,25,FDB,9--
5050,Eminem Featuring Rihanna,1,The Monster,6--
5051,Jay Z Featuring Justin Timberlake,2,Holy Grail,6--
5052,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",3,23,6--
5053,Eminem,4,Berzerk,6--
5054,Eminem,5,Survival,6--
5055,Eminem,6,Rap God,6--
5056,Pitbull Featuring Ke$ha,7,Timber,6--
5057,YG Featuring Jeezy & Rich Homie Quan,8,My Hitta,6--
5058,Sage The Gemini Featuring IamSu!,9,Gas Pedal,6--
5059,Drake Featuring 2 Chainz & Big Sean,10,All Me,6--
5060,J. Cole Featuring TLC,11,Crooked Smile,6--
5061,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,12,White Walls,6--
5062,Macklemore & Ryan Lewis Featuring Ray Dalton,13,Can't Hold Us,6--
5063,Big Sean Featuring Lil Wayne & Jhene Aiko,14,Beware,6--
5064,Future,15,Honest,6--
5065,JAY-Z,16,Tom Ford,6--
5066,Sage The Gemini,17,Red Nose,6--
5067,Rich Homie Quan,18,Type Of Way,6--
5068,Juicy J Featuring Wale & Trey Songz,19,Bounce It,6--
5069,Travie McCoy Featuring Jason Mraz,20,Rough Water,6--
5070,ScHoolboy Q Featuring Kendrick Lamar,21,Collard Greens,6--
5071,Drake Featuring Jay Z,22,Pound Cake / Paris Morton Music 2,6--
5072,"DJ Khaled Featuring Nicki Minaj, Rick Ross & Future",23,I Wanna Be With You,6--
5073,Drake,24,The Language,6--
5074,Young Dro,25,FDB,6--
5075,Eminem Featuring Rihanna,1,The Monster,3--
5076,Eminem,2,Rap God,3--
5077,Jay Z Featuring Justin Timberlake,3,Holy Grail,3--
5078,Pitbull Featuring Ke$ha,4,Timber,3--
5079,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",5,23,3--
5080,Eminem,6,Berzerk,3--
5081,YG Featuring Jeezy & Rich Homie Quan,7,My Hitta,3--
5082,Eminem,8,Survival,3--
5083,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,9,White Walls,3--
5084,Sage The Gemini Featuring IamSu!,10,Gas Pedal,3--
5085,Drake Featuring 2 Chainz & Big Sean,11,All Me,3--
5086,Macklemore & Ryan Lewis Featuring Ray Dalton,12,Can't Hold Us,3--
5087,J. Cole Featuring TLC,13,Crooked Smile,3--
5088,Big Sean Featuring Lil Wayne & Jhene Aiko,14,Beware,3--
5089,Sage The Gemini,15,Red Nose,3--
5090,Future,16,Honest,3--
5091,JAY-Z,17,Tom Ford,3--
5092,Rich Homie Quan,18,Type Of Way,3--
5093,Juicy J Featuring Wale & Trey Songz,19,Bounce It,3--
5094,Travie McCoy Featuring Jason Mraz,20,Rough Water,3--
5095,ScHoolboy Q Featuring Kendrick Lamar,21,Collard Greens,3--
5096,Eminem Featuring Sia,22,Beautiful Pain,3--
5097,Eminem Featuring Kendrick Lamar,23,Love Game,3--
5098,Drake Featuring Jay Z,24,Pound Cake / Paris Morton Music 2,3--
5099,Kid Ink Featuring Chris Brown,25,Show Me,3--
5100,Eminem Featuring Rihanna,1,The Monster,0--
5101,Pitbull Featuring Ke$ha,2,Timber,0--
5102,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",3,23,0--
5103,Jay Z Featuring Justin Timberlake,4,Holy Grail,0--
5104,YG Featuring Jeezy & Rich Homie Quan,5,My Hitta,0--
5105,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,6,White Walls,0--
5106,Eminem,7,Rap God,0--
5107,Sage The Gemini Featuring IamSu!,8,Gas Pedal,0--
5108,Eminem,9,Berzerk,0--
5109,Drake Featuring 2 Chainz & Big Sean,10,All Me,0--
5110,Macklemore & Ryan Lewis Featuring Ray Dalton,11,Can't Hold Us,0--
5111,Eminem,12,Survival,0--
5112,J. Cole Featuring TLC,13,Crooked Smile,0--
5113,Sage The Gemini,14,Red Nose,0--
5114,Big Sean Featuring Lil Wayne & Jhene Aiko,15,Beware,0--
5115,JAY-Z,16,Tom Ford,0--
5116,Future,17,Honest,0--
5117,Kid Ink Featuring Chris Brown,18,Show Me,0--
5118,Rich Homie Quan,19,Type Of Way,0--
5119,Juicy J Featuring Wale & Trey Songz,20,Bounce It,0--
5120,Travie McCoy Featuring Jason Mraz,21,Rough Water,0--
5121,Drake,22,The Language,0--
5122,ScHoolboy Q Featuring Kendrick Lamar,23,Collard Greens,0--
5123,Drake Featuring Jay Z,24,Pound Cake / Paris Morton Music 2,0--
5124,Young Dro,25,FDB,0--
5125,Eminem Featuring Rihanna,1,The Monster,7--
5126,Pitbull Featuring Ke$ha,2,Timber,7--
5127,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",3,23,7--
5128,Jay Z Featuring Justin Timberlake,4,Holy Grail,7--
5129,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,5,White Walls,7--
5130,YG Featuring Jeezy & Rich Homie Quan,6,My Hitta,7--
5131,Sage The Gemini Featuring IamSu!,7,Gas Pedal,7--
5132,Drake Featuring 2 Chainz & Big Sean,8,All Me,7--
5133,Eminem,9,Berzerk,7--
5134,JAY-Z,10,Tom Ford,7--
5135,Eminem,11,Rap God,7--
5136,Big Sean Featuring Lil Wayne & Jhene Aiko,12,Beware,7--
5137,Kid Ink Featuring Chris Brown,13,Show Me,7--
5138,J. Cole Featuring TLC,14,Crooked Smile,7--
5139,Future,15,Honest,7--
5140,Sage The Gemini,16,Red Nose,7--
5141,Kanye West,17,Bound 2,7--
5142,Rich Homie Quan,18,Type Of Way,7--
5143,Juicy J Featuring Wale & Trey Songz,19,Bounce It,7--
5144,Eminem,20,Survival,7--
5145,Drake,21,The Language,7--
5146,Travie McCoy Featuring Jason Mraz,22,Rough Water,7--
5147,ScHoolboy Q Featuring Kendrick Lamar,23,Collard Greens,7--
5148,Drake Featuring Jay Z,24,Pound Cake / Paris Morton Music 2,7--
5149,Lupe Fiasco Featuring Ed Sheeran,25,Old School Love,7--
5150,Eminem Featuring Rihanna,1,The Monster,4--
5151,Pitbull Featuring Ke$ha,2,Timber,4--
5152,Kanye West,3,Bound 2,4--
5153,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",4,23,4--
5154,Jay Z Featuring Justin Timberlake,5,Holy Grail,4--
5155,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,6,White Walls,4--
5156,YG Featuring Jeezy & Rich Homie Quan,7,My Hitta,4--
5157,Drake Featuring 2 Chainz & Big Sean,8,All Me,4--
5158,Sage The Gemini Featuring IamSu!,9,Gas Pedal,4--
5159,Eminem,10,Rap God,4--
5160,JAY-Z,11,Tom Ford,4--
5161,Kid Ink Featuring Chris Brown,12,Show Me,4--
5162,Eminem,13,Berzerk,4--
5163,Big Sean Featuring Lil Wayne & Jhene Aiko,14,Beware,4--
5164,Sage The Gemini,15,Red Nose,4--
5165,Future,16,Honest,4--
5166,B.o.B Featuring 2 Chainz,17,HeadBand,4--
5167,J. Cole Featuring TLC,18,Crooked Smile,4--
5168,Juicy J Featuring Wale & Trey Songz,19,Bounce It,4--
5169,Drake,20,The Language,4--
5170,Eminem,21,Survival,4--
5171,Drake Featuring Jay Z,22,Pound Cake / Paris Morton Music 2,4--
5172,ScHoolboy Q Featuring Kendrick Lamar,23,Collard Greens,4--
5173,Travie McCoy Featuring Jason Mraz,24,Rough Water,4--
5174,Lupe Fiasco Featuring Ed Sheeran,25,Old School Love,4--
5175,Eminem Featuring Rihanna,1,The Monster,1--
5176,Pitbull Featuring Ke$ha,2,Timber,1--
5177,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,3,White Walls,1--
5178,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",4,23,1--
5179,Jay Z Featuring Justin Timberlake,5,Holy Grail,1--
5180,YG Featuring Jeezy & Rich Homie Quan,6,My Hitta,1--
5181,Drake Featuring 2 Chainz & Big Sean,7,All Me,1--
5182,Eminem,8,Rap God,1--
5183,Sage The Gemini Featuring IamSu!,9,Gas Pedal,1--
5184,Kid Ink Featuring Chris Brown,10,Show Me,1--
5185,JAY-Z,11,Tom Ford,1--
5186,Kanye West,12,Bound 2,1--
5187,B.o.B Featuring 2 Chainz,13,HeadBand,1--
5188,Big Sean Featuring Lil Wayne & Jhene Aiko,14,Beware,1--
5189,Drake,15,The Language,1--
5190,Eminem,16,Berzerk,1--
5191,J. Cole Featuring TLC,17,Crooked Smile,1--
5192,Future,18,Honest,1--
5193,Sage The Gemini,19,Red Nose,1--
5194,Juicy J Featuring Wale & Trey Songz,20,Bounce It,1--
5195,Eminem,21,Survival,1--
5196,Childish Gambino,22,I. Crawl,1--
5197,Drake Featuring Jay Z,23,Pound Cake / Paris Morton Music 2,1--
5198,Lupe Fiasco Featuring Ed Sheeran,24,Old School Love,1--
5199,Future Featuring Miley Cyrus & Mr Hudson,25,Real And True,1--
5200,Eminem Featuring Rihanna,1,The Monster,8--
5201,Pitbull Featuring Ke$ha,2,Timber,8--
5202,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,3,White Walls,8--
5203,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",4,23,8--
5204,YG Featuring Jeezy & Rich Homie Quan,5,My Hitta,8--
5205,Jay Z Featuring Justin Timberlake,6,Holy Grail,8--
5206,Eminem,7,Rap God,8--
5207,Kid Ink Featuring Chris Brown,8,Show Me,8--
5208,Drake Featuring 2 Chainz & Big Sean,9,All Me,8--
5209,Sage The Gemini Featuring IamSu!,10,Gas Pedal,8--
5210,JAY-Z,11,Tom Ford,8--
5211,B.o.B Featuring 2 Chainz,12,HeadBand,8--
5212,Drake,13,The Language,8--
5213,Kanye West,14,Bound 2,8--
5214,Sage The Gemini,15,Red Nose,8--
5215,Big Sean Featuring Lil Wayne & Jhene Aiko,16,Beware,8--
5216,Eminem,17,Berzerk,8--
5217,Future,18,Honest,8--
5218,Lupe Fiasco Featuring Ed Sheeran,19,Old School Love,8--
5219,Eminem,20,Survival,8--
5220,Drake Featuring Jay Z,21,Pound Cake / Paris Morton Music 2,8--
