,artist,rank,title
9049,Mobb Deep,25,Front Lines (Hell On Earth)
9050,Lil' Kim Featuring Puff Daddy,1,No Time
9051,MC Lyte,2,Cold Rock A Party
9052,Nas,3,Street Dreams
9053,OutKast,4,ATLiens/Wheelz Of Steel
9054,Westside Connection,5,Bow Down
9055,Do Or Die (Featuring Twista),6,Po Pimp
9056,Mack 10 & Tha Dogg Pound,7,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")"
9057,Da Brat,8,Sittin' On Top Of The World
9058,Richie Rich,9,Let's Ride
9059,Lost Boyz,10,Music Makes Me High
9060,The Almighty RSO Featuring Faith Evans,11,You Could Be My Boo
9061,2Pac Featuring K-Ci And JoJo,12,How Do U Want It/California Love
9062,JAY-Z,13,Can't Knock The Hustle
9063,Goodie Mob,14,Dirty South
9064,Freak Nasty,15,Da' Dip
9065,LL Cool J,16,Loungin
9066,Camp Lo,17,Luchini aka (This Is It)
9067,Xzibit,18,The Foundation
9068,Warren G Featuring Adina Howard,19,"What's Love Got To Do With It (From ""Supercop"")"
9069,D.J. Trans,20,Suki Suki Now
9070,The Roots,21,What They Do
9071,OutKast,22,Elevators (Me & You)
9072,One And One,23,Phenomenon
9073,Capone -N- Noreaga,24,Illegal Life
9074,LL Cool J,25,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")"
9075,Lil' Kim Featuring Puff Daddy,1,No Time
9076,MC Lyte,2,Cold Rock A Party
9077,Mack 10 & Tha Dogg Pound,3,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")"
9078,Nas,4,Street Dreams
9079,OutKast,5,ATLiens/Wheelz Of Steel
9080,Westside Connection,6,Bow Down
9081,Do Or Die (Featuring Twista),7,Po Pimp
9082,Da Brat,8,Sittin' On Top Of The World
9083,Richie Rich,9,Let's Ride
9084,2Pac Featuring K-Ci And JoJo,10,How Do U Want It/California Love
9085,Lost Boyz,11,Music Makes Me High
9086,Freak Nasty,12,Da' Dip
9087,The Almighty RSO Featuring Faith Evans,13,You Could Be My Boo
9088,Camp Lo,14,Luchini aka (This Is It)
9089,JAY-Z,15,Can't Knock The Hustle
9090,Quad City DJ's,16,"Space Jam (From ""Space Jam"")"
9091,Xzibit,17,The Foundation
9092,LL Cool J,18,Loungin
9093,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",19,Runnin'
9094,The Roots,20,What They Do
9095,D.J. Trans,21,Suki Suki Now
9096,Warren G Featuring Adina Howard,22,"What's Love Got To Do With It (From ""Supercop"")"
9097,LL Cool J,23,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")"
9098,Al Tariq (Kool Fash),24,Everybody's Talkin'
9099,Ras Kass,25,Soul On Ice
9100,Lil' Kim Featuring Puff Daddy,1,No Time
9101,MC Lyte,2,Cold Rock A Party
9102,Mack 10 & Tha Dogg Pound,3,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")"
9103,Nas,4,Street Dreams
9104,OutKast,5,ATLiens/Wheelz Of Steel
9105,Westside Connection,6,Bow Down
9106,Do Or Die (Featuring Twista),7,Po Pimp
9107,Camp Lo,8,Luchini aka (This Is It)
9108,Da Brat,9,Sittin' On Top Of The World
9109,2Pac Featuring K-Ci And JoJo,10,How Do U Want It/California Love
9110,Redman Featuring K-Solo,11,That's How It Is (It's Like That)
9111,Richie Rich,12,Let's Ride
9112,Quad City DJ's,13,"Space Jam (From ""Space Jam"")"
9113,Lost Boyz,14,Music Makes Me High
9114,A Tribe Called Quest Featuring Faith Evans,15,Stressed Out
9115,Freak Nasty,16,Da' Dip
9116,The Almighty RSO Featuring Faith Evans,17,You Could Be My Boo
9117,The Roots,18,What They Do
9118,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",19,Runnin'
9119,Xzibit,20,The Foundation
9120,LL Cool J,21,Loungin
9121,Ras Kass,22,Soul On Ice
9122,JAY-Z,23,Can't Knock The Hustle
9123,Warren G Featuring Adina Howard,24,"What's Love Got To Do With It (From ""Supercop"")"
9124,D.J. Trans,25,Suki Suki Now
9125,Lil' Kim Featuring Puff Daddy,1,No Time
9126,MC Lyte,2,Cold Rock A Party
9127,Mack 10 & Tha Dogg Pound,3,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")"
9128,Nas,4,Street Dreams
9129,OutKast,5,ATLiens/Wheelz Of Steel
9130,Westside Connection,6,Bow Down
9131,Camp Lo,7,Luchini aka (This Is It)
9132,LL Cool J,8,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")"
9133,Lost Boyz,9,Get Up
9134,Do Or Die (Featuring Twista),10,Po Pimp
9135,Quad City DJ's,11,"Space Jam (From ""Space Jam"")"
9136,Freak Nasty,12,Da' Dip
9137,2Pac Featuring K-Ci And JoJo,13,How Do U Want It/California Love
9138,Da Brat,14,Sittin' On Top Of The World
9139,Richie Rich,15,Let's Ride
9140,Lost Boyz,16,Music Makes Me High
9141,The Roots,17,What They Do
9142,Redman Featuring K-Solo,18,That's How It Is (It's Like That)
9143,The Almighty RSO Featuring Faith Evans,19,You Could Be My Boo
9144,A Tribe Called Quest Featuring Faith Evans,20,Stressed Out
9145,LL Cool J,21,Loungin
9146,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",22,Runnin'
9147,Xzibit,23,The Foundation
9148,JAY-Z,24,Can't Knock The Hustle
9149,Ras Kass,25,Soul On Ice
9150,Lil' Kim Featuring Puff Daddy,1,No Time
9151,MC Lyte,2,Cold Rock A Party
9152,Mack 10 & Tha Dogg Pound,3,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")"
9153,Nas,4,Street Dreams
9154,OutKast,5,ATLiens/Wheelz Of Steel
9155,LL Cool J,6,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")"
9156,Westside Connection,7,Bow Down
9157,Camp Lo,8,Luchini aka (This Is It)
9158,Lost Boyz,9,Get Up
9159,Do Or Die (Featuring Twista),10,Po Pimp
9160,Quad City DJ's,11,"Space Jam (From ""Space Jam"")"
9161,Freak Nasty,12,Da' Dip
9162,2Pac Featuring K-Ci And JoJo,13,How Do U Want It/California Love
9163,Da Brat,14,Sittin' On Top Of The World
9164,Richie Rich,15,Let's Ride
9165,The Roots,16,What They Do
9166,Lost Boyz,17,Music Makes Me High
9167,Redman Featuring K-Solo,18,That's How It Is (It's Like That)
9168,The Almighty RSO Featuring Faith Evans,19,You Could Be My Boo
9169,Xzibit,20,The Foundation
9170,LL Cool J,21,Loungin
9171,A Tribe Called Quest Featuring Faith Evans,22,Stressed Out
9172,JAY-Z,23,Can't Knock The Hustle
9173,OutKast,24,Elevators (Me & You)
9174,Warren G Featuring Adina Howard,25,"What's Love Got To Do With It (From ""Supercop"")"
9175,MC Lyte,1,Cold Rock A Party
9176,Lil' Kim Featuring Puff Daddy,2,No Time
9177,Mack 10 & Tha Dogg Pound,3,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")"
9178,LL Cool J,4,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")"
9179,Nas,5,Street Dreams
9180,Lost Boyz,6,Get Up
9181,OutKast,7,ATLiens/Wheelz Of Steel
9182,Westside Connection,8,Bow Down
9183,The Roots,9,What They Do
9184,Freak Nasty,10,Da' Dip
9185,Camp Lo,11,Luchini aka (This Is It)
9186,Do Or Die (Featuring Twista),12,Po Pimp
9187,Quad City DJ's,13,"Space Jam (From ""Space Jam"")"
9188,2Pac Featuring K-Ci And JoJo,14,How Do U Want It/California Love
9189,Richie Rich,15,Let's Ride
9190,Xzibit,16,The Foundation
9191,Lost Boyz,17,Music Makes Me High
9192,Da Brat,18,Sittin' On Top Of The World
9193,A Tribe Called Quest Featuring Faith Evans,19,Stressed Out
9194,Redman Featuring K-Solo,20,That's How It Is (It's Like That)
9195,The Almighty RSO Featuring Faith Evans,21,You Could Be My Boo
9196,LL Cool J,22,Loungin
9197,JAY-Z,23,Can't Knock The Hustle
9198,Warren G Featuring Adina Howard,24,"What's Love Got To Do With It (From ""Supercop"")"
9199,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",25,Runnin'
9200,MC Lyte,1,Cold Rock A Party
9201,Lil' Kim Featuring Puff Daddy,2,No Time
9202,Puff Daddy (Featuring Mase),3,Can't Nobody Hold Me Down
9203,Mack 10 & Tha Dogg Pound,4,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")"
9204,Camp Lo,5,Luchini aka (This Is It)
9205,LL Cool J,6,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")"
9206,Lost Boyz,7,Get Up
9207,The Roots,8,What They Do
9208,Nas,9,Street Dreams
9209,Freak Nasty,10,Da' Dip
9210,Westside Connection,11,Bow Down
9211,OutKast,12,ATLiens/Wheelz Of Steel
9212,Do Or Die (Featuring Twista),13,Po Pimp
9213,Quad City DJ's,14,"Space Jam (From ""Space Jam"")"
9214,D.J. Trans,15,Suki Suki Now
9215,2Pac Featuring K-Ci And JoJo,16,How Do U Want It/California Love
9216,Richie Rich,17,Let's Ride
9217,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",18,Runnin'
9218,The Almighty RSO Featuring Faith Evans,19,You Could Be My Boo
9219,Xzibit,20,The Foundation
9220,Da Brat,21,Sittin' On Top Of The World
9221,A Tribe Called Quest Featuring Faith Evans,22,Stressed Out
9222,Redman Featuring K-Solo,23,That's How It Is (It's Like That)
9223,Lost Boyz,24,Music Makes Me High
9224,LL Cool J,25,Loungin
9225,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down
9226,MC Lyte,2,Cold Rock A Party
9227,Lil' Kim Featuring Puff Daddy,3,No Time
9228,Mack 10 & Tha Dogg Pound,4,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")"
9229,Camp Lo,5,Luchini aka (This Is It)
9230,Freak Nasty,6,Da' Dip
9231,The Roots,7,What They Do
9232,Lost Boyz,8,Get Up
9233,LL Cool J,9,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")"
9234,E-40 Featuring Bo-Rock,10,Things'll Never Change/Rapper's Ball
9235,DJ Kool,11,Let Me Clear My Throat
9236,Nas,12,Street Dreams
9237,OutKast,13,ATLiens/Wheelz Of Steel
9238,Westside Connection,14,Bow Down
9239,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",15,Runnin'
9240,Quad City DJ's,16,"Space Jam (From ""Space Jam"")"
9241,KRS-One,17,The MC
9242,Do Or Die (Featuring Twista),18,Po Pimp
9243,2Pac Featuring K-Ci And JoJo,19,How Do U Want It/California Love
9244,Redman,20,Whateva Man
9245,Richie Rich,21,Let's Ride
9246,The Almighty RSO Featuring Faith Evans,22,You Could Be My Boo
9247,D.J. Trans,23,Suki Suki Now
9248,Lost Boyz,24,Music Makes Me High
9249,Xzibit,25,The Foundation
9250,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down
9251,MC Lyte,2,Cold Rock A Party
9252,Lil' Kim Featuring Puff Daddy,3,No Time
9253,DJ Kool,4,Let Me Clear My Throat
9254,Camp Lo,5,Luchini aka (This Is It)
9255,The Roots,6,What They Do
9256,Freak Nasty,7,Da' Dip
9257,Mack 10 & Tha Dogg Pound,8,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")"
9258,E-40 Featuring Bo-Rock,9,Things'll Never Change/Rapper's Ball
9259,Lost Boyz,10,Get Up
9260,Tru Featuring Ice Cream Man (Master P),11,I Always Feel Like (Somebody's Watching Me)
9261,LL Cool J,12,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")"
9262,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",13,Runnin'
9263,Westside Connection,14,Bow Down
9264,Nas,15,Street Dreams
9265,OutKast,16,ATLiens/Wheelz Of Steel
9266,Quad City DJ's,17,"Space Jam (From ""Space Jam"")"
9267,2Pac Featuring K-Ci And JoJo,18,How Do U Want It/California Love
9268,KRS-One,19,The MC
9269,Do Or Die (Featuring Twista),20,Po Pimp
9270,Redman,21,Whateva Man
9271,The Almighty RSO Featuring Faith Evans,22,You Could Be My Boo
9272,Richie Rich,23,Let's Ride
9273,Xzibit,24,The Foundation
9274,Da Brat,25,Sittin' On Top Of The World
9275,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down
9276,MC Lyte,2,Cold Rock A Party
9277,Lil' Kim Featuring Puff Daddy,3,No Time
9278,Redman,4,Whateva Man
9279,The Roots,5,What They Do
9280,DJ Kool,6,Let Me Clear My Throat
9281,Camp Lo,7,Luchini aka (This Is It)
9282,Freak Nasty,8,Da' Dip
9283,E-40 Featuring Bo-Rock,9,Things'll Never Change/Rapper's Ball
9284,Lost Boyz,10,Get Up
9285,Mack 10 & Tha Dogg Pound,11,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")"
9286,Tru Featuring Ice Cream Man (Master P),12,I Always Feel Like (Somebody's Watching Me)
9287,Nas,13,Street Dreams
9288,LL Cool J,14,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")"
9289,Foxy Brown Featuring Jay-Z,15,I'll Be
9290,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",16,Runnin'
9291,Westside Connection,17,Bow Down
9292,OutKast,18,ATLiens/Wheelz Of Steel
9293,2Pac Featuring K-Ci And JoJo,19,How Do U Want It/California Love
9294,Tracey Lee,20,The Theme (It's Party Time)
9295,Quad City DJ's,21,"Space Jam (From ""Space Jam"")"
9296,KRS-One,22,The MC
9297,Richie Rich,23,Let's Ride
9298,D.J. Trans,24,Suki Suki Now
9299,DJ Taz Featuring Raheem The Dream,25,That's Right
9300,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down
9301,MC Lyte,2,Cold Rock A Party
9302,Redman,3,Whateva Man
9303,E-40 Featuring Bo-Rock,4,Things'll Never Change/Rapper's Ball
9304,Lil' Kim Featuring Puff Daddy,5,No Time
9305,DJ Kool,6,Let Me Clear My Throat
9306,Camp Lo,7,Luchini aka (This Is It)
9307,Tracey Lee,8,The Theme (It's Party Time)
9308,The Roots,9,What They Do
9309,Freak Nasty,10,Da' Dip
9310,Lost Boyz,11,Get Up
9311,Mack 10 & Tha Dogg Pound,12,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")"
9312,Tru Featuring Ice Cream Man (Master P),13,I Always Feel Like (Somebody's Watching Me)
9313,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",14,Runnin'
9314,Nas,15,Street Dreams
9315,Westside Connection,16,Bow Down
9316,OutKast,17,ATLiens/Wheelz Of Steel
9317,LL Cool J,18,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")"
9318,Da Brat Featuring T-Boz,19,Ghetto Love
9319,Foxy Brown Featuring Jay-Z,20,I'll Be
9320,Quad City DJ's,21,"Space Jam (From ""Space Jam"")"
9321,2Pac Featuring K-Ci And JoJo,22,How Do U Want It/California Love
9322,Capone -N- Noreaga,23,T.O.N.Y. (Top Of New York)
9323,D.J. Trans,24,Suki Suki Now
9324,DJ Taz Featuring Raheem The Dream,25,That's Right
9325,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down
9326,MC Lyte,2,Cold Rock A Party
9327,Redman,3,Whateva Man
9328,DJ Kool,4,Let Me Clear My Throat
9329,Camp Lo,5,Luchini aka (This Is It)
9330,E-40 Featuring Bo-Rock,6,Things'll Never Change/Rapper's Ball
9331,Freak Nasty,7,Da' Dip
9332,Lil' Kim Featuring Puff Daddy,8,No Time
9333,Tracey Lee,9,The Theme (It's Party Time)
9334,The Roots,10,What They Do
9335,Tru Featuring Ice Cream Man (Master P),11,I Always Feel Like (Somebody's Watching Me)
9336,Richie Rich,12,Do G's Get To Go To Heaven?
9337,Mack 10 & Tha Dogg Pound,13,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")"
9338,Lost Boyz,14,Get Up
9339,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",15,Runnin'
9340,Capone -N- Noreaga,16,T.O.N.Y. (Top Of New York)
9341,Westside Connection,17,Bow Down
9342,Nas,18,Street Dreams
9343,OutKast,19,ATLiens/Wheelz Of Steel
9344,LL Cool J,20,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")"
9345,2Pac Featuring K-Ci And JoJo,21,How Do U Want It/California Love
9346,Quad City DJ's,22,"Space Jam (From ""Space Jam"")"
9347,Da Brat Featuring T-Boz,23,Ghetto Love
9348,The 2 Live Crew,24,Do The Damn Thing
9349,Foxy Brown Featuring Jay-Z,25,I'll Be
9350,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down
9351,Hev-D,2,Big Daddy
9352,MC Lyte,3,Cold Rock A Party
9353,DJ Kool,4,Let Me Clear My Throat
9354,Redman,5,Whateva Man
9355,Freak Nasty,6,Da' Dip
9356,Tracey Lee,7,The Theme (It's Party Time)
9357,Camp Lo,8,Luchini aka (This Is It)
9358,E-40 Featuring Bo-Rock,9,Things'll Never Change/Rapper's Ball
9359,Lil' Kim Featuring Puff Daddy,10,No Time
9360,Richie Rich,11,Do G's Get To Go To Heaven?
9361,The Roots,12,What They Do
9362,Lost Boyz,13,Get Up
9363,Tru Featuring Ice Cream Man (Master P),14,I Always Feel Like (Somebody's Watching Me)
9364,Mack 10 & Tha Dogg Pound,15,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")"
9365,Bounty Killa featuring the Fugees,16,Hip-Hopera
9366,Capone -N- Noreaga,17,T.O.N.Y. (Top Of New York)
9367,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",18,Runnin'
9368,Westside Connection,19,Gangstas Make The World Go Round
9369,DJ Taz Featuring Raheem The Dream,20,That's Right
9370,Westside Connection,21,Bow Down
9371,2Pac Featuring K-Ci And JoJo,22,How Do U Want It/California Love
9372,Nas,23,Street Dreams
9373,LL Cool J,24,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")"
9374,OutKast,25,ATLiens/Wheelz Of Steel
9375,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down
9376,Hev-D,2,Big Daddy
9377,MC Lyte,3,Cold Rock A Party
9378,DJ Kool,4,Let Me Clear My Throat
9379,Freak Nasty,5,Da' Dip
9380,Tracey Lee,6,The Theme (It's Party Time)
9381,Redman,7,Whateva Man
9382,Camp Lo,8,Luchini aka (This Is It)
9383,E-40 Featuring Bo-Rock,9,Things'll Never Change/Rapper's Ball
9384,Richie Rich,10,Do G's Get To Go To Heaven?
9385,Lil' Kim Featuring Puff Daddy,11,No Time
9386,Tru Featuring Ice Cream Man (Master P),12,I Always Feel Like (Somebody's Watching Me)
9387,The Roots,13,What They Do
9388,Bounty Killa featuring the Fugees,14,Hip-Hopera
9389,Lost Boyz,15,Get Up
9390,Foxy Brown Featuring Jay-Z,16,I'll Be
9391,Mack 10 & Tha Dogg Pound,17,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")"
9392,Capone -N- Noreaga,18,T.O.N.Y. (Top Of New York)
9393,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",19,Runnin'
9394,Westside Connection,20,Gangstas Make The World Go Round
9395,Da Brat Featuring T-Boz,21,Ghetto Love
9396,Westside Connection,22,Bow Down
9397,Warren G,23,I Shot The Sheriff
9398,Nas,24,Street Dreams
9399,The 2 Live Crew,25,Do The Damn Thing
9400,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down
9401,Foxy Brown Featuring Jay-Z,2,I'll Be
9402,Hev-D,3,Big Daddy
9403,Da Brat Featuring T-Boz,4,Ghetto Love
9404,Warren G,5,I Shot The Sheriff
9405,Tracey Lee,6,The Theme (It's Party Time)
9406,Freak Nasty,7,Da' Dip
9407,DJ Kool,8,Let Me Clear My Throat
9408,MC Lyte,9,Cold Rock A Party
9409,Camp Lo,10,Luchini aka (This Is It)
9410,Redman,11,Whateva Man
9411,Richie Rich,12,Do G's Get To Go To Heaven?
9412,E-40 Featuring Bo-Rock,13,Things'll Never Change/Rapper's Ball
9413,Lil' Kim Featuring Puff Daddy,14,No Time
9414,Tru Featuring Ice Cream Man (Master P),15,I Always Feel Like (Somebody's Watching Me)
9415,The Roots,16,What They Do
9416,Capone -N- Noreaga,17,T.O.N.Y. (Top Of New York)
9417,Bounty Killa featuring the Fugees,18,Hip-Hopera
9418,Lost Boyz,19,Get Up
9419,Mack 10 & Tha Dogg Pound,20,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")"
9420,KRS-One,21,Step Into A World (Rapture's Delight)
9421,Westside Connection,22,Gangstas Make The World Go Round
9422,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",23,Runnin'
9423,"Frankie Cutlass Feat. Craig G., Roxanne Shante, Biz Markie & Big Daddy Kane",24,The Cypher: Part 3
9424,Artifacts,25,The Ultimate
9425,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down
9426,Foxy Brown Featuring Jay-Z,2,I'll Be
9427,Hev-D,3,Big Daddy
9428,Da Brat Featuring T-Boz,4,Ghetto Love
9429,Warren G,5,I Shot The Sheriff
9430,DJ Kool,6,Let Me Clear My Throat
9431,Tracey Lee,7,The Theme (It's Party Time)
9432,Freak Nasty,8,Da' Dip
9433,MC Lyte,9,Cold Rock A Party
9434,Tela Featuring Eightball & MJG,10,Sho Nuff
9435,Camp Lo,11,Luchini aka (This Is It)
9436,Redman,12,Whateva Man
9437,Richie Rich,13,Do G's Get To Go To Heaven?
9438,Tru Featuring Ice Cream Man (Master P),14,I Always Feel Like (Somebody's Watching Me)
9439,E-40 Featuring Bo-Rock,15,Things'll Never Change/Rapper's Ball
9440,Lil' Kim Featuring Puff Daddy,16,No Time
9441,KRS-One,17,Step Into A World (Rapture's Delight)
9442,Lost Boyz,18,Get Up
9443,Bounty Killa featuring the Fugees,19,Hip-Hopera
9444,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",20,Runnin'
9445,Capone -N- Noreaga,21,T.O.N.Y. (Top Of New York)
9446,The Roots,22,What They Do
9447,Mack 10 & Tha Dogg Pound,23,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")"
9448,Westside Connection,24,Gangstas Make The World Go Round
9449,DJ Taz Featuring Raheem The Dream,25,That's Right
9450,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down
9451,Foxy Brown Featuring Jay-Z,2,I'll Be
9452,Hev-D,3,Big Daddy
9453,Da Brat Featuring T-Boz,4,Ghetto Love
9454,Warren G,5,I Shot The Sheriff
9455,DJ Kool,6,Let Me Clear My Throat
9456,Tracey Lee,7,The Theme (It's Party Time)
9457,Freak Nasty,8,Da' Dip
9458,MC Lyte,9,Cold Rock A Party
9459,Tela Featuring Eightball & MJG,10,Sho Nuff
9460,Westside Connection,11,Gangstas Make The World Go Round
9461,Camp Lo,12,Luchini aka (This Is It)
9462,Redman,13,Whateva Man
9463,Tru Featuring Ice Cream Man (Master P),14,I Always Feel Like (Somebody's Watching Me)
9464,Richie Rich,15,Do G's Get To Go To Heaven?
9465,Lil' Kim Featuring Puff Daddy,16,No Time
9466,Capone -N- Noreaga,17,T.O.N.Y. (Top Of New York)
9467,E-40 Featuring Bo-Rock,18,Things'll Never Change/Rapper's Ball
9468,Bounty Killa featuring the Fugees,19,Hip-Hopera
9469,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",20,Runnin'
9470,Lost Boyz,21,Get Up
9471,KRS-One,22,Step Into A World (Rapture's Delight)
9472,Killarmy,23,Wu-Renegades
9473,The Roots,24,What They Do
9474,DJ Taz Featuring Raheem The Dream,25,That's Right
9475,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down
9476,Foxy Brown Featuring Jay-Z,2,I'll Be
9477,Hev-D,3,Big Daddy
9478,Da Brat Featuring T-Boz,4,Ghetto Love
9479,Warren G,5,I Shot The Sheriff
9480,DJ Kool,6,Let Me Clear My Throat
9481,OutKast,7,Jazzy Belle
9482,Tracey Lee,8,The Theme (It's Party Time)
9483,Freak Nasty,9,Da' Dip
9484,Tela Featuring Eightball & MJG,10,Sho Nuff
9485,Westside Connection,11,Gangstas Make The World Go Round
9486,MC Lyte,12,Cold Rock A Party
9487,Lil' Kim Featuring Puff Daddy,13,No Time
9488,Richie Rich,14,Do G's Get To Go To Heaven?
9489,Tru Featuring Ice Cream Man (Master P),15,I Always Feel Like (Somebody's Watching Me)
9490,Camp Lo,16,Luchini aka (This Is It)
9491,Redman,17,Whateva Man
9492,Bounty Killa featuring the Fugees,18,Hip-Hopera
9493,KRS-One,19,Step Into A World (Rapture's Delight)
9494,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",20,Runnin'
9495,E-40 Featuring Bo-Rock,21,Things'll Never Change/Rapper's Ball
9496,Lost Boyz,22,Get Up
9497,Capone -N- Noreaga,23,T.O.N.Y. (Top Of New York)
9498,The Roots,24,What They Do
9499,Killarmy,25,Wu-Renegades
9500,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down
9501,Foxy Brown Featuring Jay-Z,2,I'll Be
