,artist,rank,title
2704,J. Cole,5,Work Out
2705,Drake Featuring Lil Wayne,6,The Motto
2706,Drake,7,Headlines
2707,Flo Rida,8,Good Feeling
2708,J. Cole Featuring Trey Songz,9,Can't Get Enough
2709,Rick Ross Featuring Nicki Minaj,10,You The Boss
2710,Lil Wayne Featuring Drake,11,She Will
2711,Young Jeezy Featuring Jay-Z & Andre 3000,12,I Do
2712,Tyga,13,Rack City
2713,LMFAO,14,Sexy And I Know It
2714,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,15,"Young, Wild & Free"
2715,Jay Z Kanye West,16,Gotta Have It
2716,Waka Flocka Flame Featuring Drake,17,Round Of Applause
2717,Drake Featuring Rihanna,18,Take Care
2718,B.o.B Featuring Lil Wayne,19,Strange Clouds
2719,Diggy Featuring Jeremih,20,Do It Like You
2720,Pitbull Featuring Chris Brown,21,International Love
2721,Kirko Bangz,22,Drank In My Cup
2722,Jay-Z Featuring B.I.C.,23,Glory
2723,Meek Mill Featuring Young Chris,24,House Party
2724,Lil Wayne Featuring Bruno Mars,25,Mirror
2725,Jay Z Kanye West,1,Ni**as in Paris
2726,Drake Featuring Nicki Minaj,2,Make Me Proud
2727,Big Sean Featuring Nicki Minaj,3,Dance (A$$)
2728,Wale Featuring Miguel,4,Lotus Flower Bomb
2729,Drake Featuring Lil Wayne,5,The Motto
2730,J. Cole,6,Work Out
2731,J. Cole Featuring Trey Songz,7,Can't Get Enough
2732,Flo Rida,8,Good Feeling
2733,Tyga,9,Rack City
2734,Young Jeezy Featuring Jay-Z & Andre 3000,10,I Do
2735,Rick Ross Featuring Nicki Minaj,11,You The Boss
2736,Drake,12,Headlines
2737,Lil Wayne Featuring Drake,13,She Will
2738,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,14,"Young, Wild & Free"
2739,LMFAO,15,Sexy And I Know It
2740,Drake Featuring Rihanna,16,Take Care
2741,Jay Z Kanye West,17,Gotta Have It
2742,Waka Flocka Flame Featuring Drake,18,Round Of Applause
2743,Diggy Featuring Jeremih,19,Do It Like You
2744,B.o.B Featuring Lil Wayne,20,Strange Clouds
2745,Pitbull Featuring Chris Brown,21,International Love
2746,Kirko Bangz,22,Drank In My Cup
2747,LoveRance Featuring IamSu & Skipper or 50 Cent,23,UP!
2748,Meek Mill Featuring Young Chris,24,House Party
2749,French Montana Featuring Charlie Rock,25,Shot Caller
2750,Drake Featuring Nicki Minaj,1,Make Me Proud
2751,Jay Z Kanye West,2,Ni**as in Paris
2752,Wale Featuring Miguel,3,Lotus Flower Bomb
2753,Drake Featuring Lil Wayne,4,The Motto
2754,Big Sean Featuring Nicki Minaj,5,Dance (A$$)
2755,J. Cole,6,Work Out
2756,J. Cole Featuring Trey Songz,7,Can't Get Enough
2757,Tyga,8,Rack City
2758,Flo Rida,9,Good Feeling
2759,Young Jeezy Featuring Jay-Z & Andre 3000,10,I Do
2760,Rick Ross Featuring Nicki Minaj,11,You The Boss
2761,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,12,"Young, Wild & Free"
2762,Drake Featuring Rihanna,13,Take Care
2763,Drake,14,Headlines
2764,Jay Z Kanye West,15,Gotta Have It
2765,LMFAO,16,Sexy And I Know It
2766,Waka Flocka Flame Featuring Drake,17,Round Of Applause
2767,Diggy Featuring Jeremih,18,Do It Like You
2768,Pitbull Featuring Chris Brown,19,International Love
2769,B.o.B Featuring Lil Wayne,20,Strange Clouds
2770,Kirko Bangz,21,Drank In My Cup
2771,LoveRance Featuring IamSu & Skipper or 50 Cent,22,UP!
2772,French Montana Featuring Charlie Rock,23,Shot Caller
2773,Meek Mill Featuring Young Chris,24,House Party
2774,Future Featuring T.I.,25,Magic
2775,Drake Featuring Lil Wayne,1,The Motto
2776,Drake Featuring Nicki Minaj,2,Make Me Proud
2777,Wale Featuring Miguel,3,Lotus Flower Bomb
2778,Jay Z Kanye West,4,Ni**as in Paris
2779,Big Sean Featuring Nicki Minaj,5,Dance (A$$)
2780,Tyga,6,Rack City
2781,J. Cole,7,Work Out
2782,J. Cole Featuring Trey Songz,8,Can't Get Enough
2783,Young Jeezy Featuring Jay-Z & Andre 3000,9,I Do
2784,Flo Rida,10,Good Feeling
2785,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,11,"Young, Wild & Free"
2786,Drake Featuring Rihanna,12,Take Care
2787,Rick Ross Featuring Nicki Minaj,13,You The Boss
2788,Jay Z Kanye West,14,Gotta Have It
2789,Drake,15,Headlines
2790,Waka Flocka Flame Featuring Drake,16,Round Of Applause
2791,Diggy Featuring Jeremih,17,Do It Like You
2792,LMFAO,18,Sexy And I Know It
2793,Pitbull Featuring Chris Brown,19,International Love
2794,Kirko Bangz,20,Drank In My Cup
2795,LoveRance Featuring IamSu & Skipper or 50 Cent,21,UP!
2796,B.o.B Featuring Lil Wayne,22,Strange Clouds
2797,Future Featuring T.I.,23,Magic
2798,French Montana Featuring Charlie Rock,24,Shot Caller
2799,Fat Joe Featuring Chris Brown,25,Another Round
2800,Drake Featuring Lil Wayne,1,The Motto
2801,Drake Featuring Nicki Minaj,2,Make Me Proud
2802,Tyga,3,Rack City
2803,Wale Featuring Miguel,4,Lotus Flower Bomb
2804,Big Sean Featuring Nicki Minaj,5,Dance (A$$)
2805,Jay Z Kanye West,6,Ni**as in Paris
2806,J. Cole,7,Work Out
2807,J. Cole Featuring Trey Songz,8,Can't Get Enough
2808,Young Jeezy Featuring Jay-Z & Andre 3000,9,I Do
2809,Drake Featuring Rihanna,10,Take Care
2810,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,11,"Young, Wild & Free"
2811,Flo Rida,12,Good Feeling
2812,Jay Z Kanye West,13,Gotta Have It
2813,Rick Ross Featuring Nicki Minaj,14,You The Boss
2814,Diggy Featuring Jeremih,15,Do It Like You
2815,Pitbull Featuring Chris Brown,16,International Love
2816,Waka Flocka Flame Featuring Drake,17,Round Of Applause
2817,LMFAO,18,Sexy And I Know It
2818,Kirko Bangz,19,Drank In My Cup
2819,LoveRance Featuring IamSu & Skipper or 50 Cent,20,UP!
2820,Fat Joe Featuring Chris Brown,21,Another Round
2821,Future Featuring T.I.,22,Magic
2822,French Montana Featuring Charlie Rock,23,Shot Caller
2823,Travis Porter Featuring Tyga,24,Ayy Ladies
2824,Young Jeezy Featuring 2 Chainz,25,SupaFreak
2825,Drake Featuring Lil Wayne,1,The Motto
2826,Drake Featuring Nicki Minaj,2,Make Me Proud
2827,Tyga,3,Rack City
2828,Wale Featuring Miguel,4,Lotus Flower Bomb
2829,Drake Featuring Rihanna,5,Take Care
2830,Jay Z Kanye West,6,Ni**as in Paris
2831,Big Sean Featuring Nicki Minaj,7,Dance (A$$)
2832,J. Cole Featuring Trey Songz,8,Can't Get Enough
2833,Young Jeezy Featuring Jay-Z & Andre 3000,9,I Do
2834,J. Cole,10,Work Out
2835,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,11,"Young, Wild & Free"
2836,Flo Rida,12,Good Feeling
2837,Jay Z Kanye West,13,Gotta Have It
2838,Diggy Featuring Jeremih,14,Do It Like You
2839,Pitbull Featuring Chris Brown,15,International Love
2840,Kirko Bangz,16,Drank In My Cup
2841,LoveRance Featuring IamSu & Skipper or 50 Cent,17,UP!
2842,Rick Ross Featuring Nicki Minaj,18,You The Boss
2843,Waka Flocka Flame Featuring Drake,19,Round Of Applause
2844,Fat Joe Featuring Chris Brown,20,Another Round
2845,Future Featuring T.I.,21,Magic
2846,Travis Porter Featuring Tyga,22,Ayy Ladies
2847,French Montana Featuring Charlie Rock,23,Shot Caller
2848,Drake Featuring The Weeknd,24,Crew Love
2849,Jay Z Kanye West Featuring Frank Ocean,25,No Church In The Wild
2850,Drake Featuring Lil Wayne,1,The Motto
2851,Tyga,2,Rack City
2852,Drake Featuring Nicki Minaj,3,Make Me Proud
2853,Drake Featuring Rihanna,4,Take Care
2854,Wale Featuring Miguel,5,Lotus Flower Bomb
2855,Jay Z Kanye West,6,Ni**as in Paris
2856,J. Cole Featuring Trey Songz,7,Can't Get Enough
2857,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,8,"Young, Wild & Free"
2858,Big Sean Featuring Nicki Minaj,9,Dance (A$$)
2859,Young Jeezy Featuring Jay-Z & Andre 3000,10,I Do
2860,J. Cole,11,Work Out
2861,Flo Rida,12,Good Feeling
2862,Jay Z Kanye West,13,Gotta Have It
2863,Diggy Featuring Jeremih,14,Do It Like You
2864,Kirko Bangz,15,Drank In My Cup
2865,Pitbull Featuring Chris Brown,16,International Love
2866,LoveRance Featuring IamSu & Skipper or 50 Cent,17,UP!
2867,Rick Ross Featuring Nicki Minaj,18,You The Boss
2868,Future Featuring T.I.,19,Magic
2869,Fat Joe Featuring Chris Brown,20,Another Round
2870,Travis Porter Featuring Tyga,21,Ayy Ladies
2871,Waka Flocka Flame Featuring Drake,22,Round Of Applause
2872,Drake Featuring The Weeknd,23,Crew Love
2873,Jay Z Kanye West Featuring Frank Ocean,24,No Church In The Wild
2874,Wale Featuring Lloyd,25,Sabotage
2875,Drake Featuring Lil Wayne,1,The Motto
2876,Tyga,2,Rack City
2877,Drake Featuring Rihanna,3,Take Care
2878,Drake Featuring Nicki Minaj,4,Make Me Proud
2879,Wale Featuring Miguel,5,Lotus Flower Bomb
2880,J. Cole Featuring Trey Songz,6,Can't Get Enough
2881,Jay Z Kanye West,7,Ni**as in Paris
2882,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,8,"Young, Wild & Free"
2883,Young Jeezy Featuring Jay-Z & Andre 3000,9,I Do
2884,J. Cole,10,Work Out
2885,Big Sean Featuring Nicki Minaj,11,Dance (A$$)
2886,Flo Rida,12,Good Feeling
2887,Kirko Bangz,13,Drank In My Cup
2888,Diggy Featuring Jeremih,14,Do It Like You
2889,LoveRance Featuring IamSu & Skipper or 50 Cent,15,UP!
2890,Pitbull Featuring Chris Brown,16,International Love
2891,Jay Z Kanye West,17,Gotta Have It
2892,Future Featuring T.I.,18,Magic
2893,Travis Porter Featuring Tyga,19,Ayy Ladies
2894,Fat Joe Featuring Chris Brown,20,Another Round
2895,Waka Flocka Flame Featuring Drake,21,Round Of Applause
2896,Wale Featuring Lloyd,22,Sabotage
2897,Young Jeezy Featuring Ne-Yo,23,Leave You Alone
2898,Young Jeezy Featuring 2 Chainz,24,SupaFreak
2899,Nicki Minaj,25,Starships
2900,Drake Featuring Lil Wayne,1,The Motto
2901,Tyga,2,Rack City
2902,Drake Featuring Rihanna,3,Take Care
2903,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,4,"Young, Wild & Free"
2904,J. Cole Featuring Trey Songz,5,Can't Get Enough
2905,Wale Featuring Miguel,6,Lotus Flower Bomb
2906,Jay Z Kanye West,7,Ni**as in Paris
2907,Drake Featuring Nicki Minaj,8,Make Me Proud
2908,J. Cole,9,Work Out
2909,Kirko Bangz,10,Drank In My Cup
2910,Diggy Featuring Jeremih,11,Do It Like You
2911,LoveRance Featuring IamSu & Skipper or 50 Cent,12,UP!
2912,Big Sean Featuring Nicki Minaj,13,Dance (A$$)
2913,Flo Rida,14,Good Feeling
2914,Young Jeezy Featuring Jay-Z & Andre 3000,15,I Do
2915,Pitbull Featuring Chris Brown,16,International Love
2916,Fat Joe Featuring Chris Brown,17,Another Round
2917,Future Featuring T.I.,18,Magic
2918,Travis Porter Featuring Tyga,19,Ayy Ladies
2919,Jay Z Kanye West,20,Gotta Have It
2920,Young Jeezy Featuring Ne-Yo,21,Leave You Alone
2921,Wale Featuring Lloyd,22,Sabotage
2922,Nicki Minaj,23,Starships
2923,Waka Flocka Flame Featuring Drake,24,Round Of Applause
2924,Drake Featuring The Weeknd,25,Crew Love
2925,Drake Featuring Lil Wayne,1,The Motto
2926,Tyga,2,Rack City
2927,Drake Featuring Rihanna,3,Take Care
2928,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,4,"Young, Wild & Free"
2929,J. Cole Featuring Trey Songz,5,Can't Get Enough
2930,Wale Featuring Miguel,6,Lotus Flower Bomb
2931,Jay Z Kanye West,7,Ni**as in Paris
2932,Drake Featuring Nicki Minaj,8,Make Me Proud
2933,Kirko Bangz,9,Drank In My Cup
2934,LoveRance Featuring IamSu & Skipper or 50 Cent,10,UP!
2935,Diggy Featuring Jeremih,11,Do It Like You
2936,Big Sean Featuring Nicki Minaj,12,Dance (A$$)
2937,J. Cole,13,Work Out
2938,Young Jeezy Featuring Jay-Z & Andre 3000,14,I Do
2939,Future Featuring T.I.,15,Magic
2940,Fat Joe Featuring Chris Brown,16,Another Round
2941,Flo Rida,17,Good Feeling
2942,Pitbull Featuring Chris Brown,18,International Love
2943,Travis Porter Featuring Tyga,19,Ayy Ladies
2944,Young Jeezy Featuring Ne-Yo,20,Leave You Alone
2945,Wale Featuring Lloyd,21,Sabotage
2946,Nicki Minaj,22,Starships
2947,Jay Z Kanye West,23,Gotta Have It
2948,Rick Ross Featuring Drake & French Montana,24,Stay Schemin
2949,Young Jeezy Featuring 2 Chainz,25,SupaFreak
2950,Drake Featuring Lil Wayne,1,The Motto
2951,Drake Featuring Rihanna,2,Take Care
2952,Tyga,3,Rack City
2953,LoveRance Featuring IamSu & Skipper or 50 Cent,4,UP!
2954,J. Cole Featuring Trey Songz,5,Can't Get Enough
2955,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,6,"Young, Wild & Free"
2956,Kirko Bangz,7,Drank In My Cup
2957,Wale Featuring Miguel,8,Lotus Flower Bomb
2958,Jay Z Kanye West,9,Ni**as in Paris
2959,Drake Featuring Nicki Minaj,10,Make Me Proud
2960,Fat Joe Featuring Chris Brown,11,Another Round
2961,Diggy Featuring Jeremih,12,Do It Like You
2962,Young Jeezy Featuring Ne-Yo,13,Leave You Alone
2963,Future Featuring T.I.,14,Magic
2964,Travis Porter Featuring Tyga,15,Ayy Ladies
2965,Young Jeezy Featuring Jay-Z & Andre 3000,16,I Do
2966,Pitbull Featuring Chris Brown,17,International Love
2967,Wale Featuring Lloyd,18,Sabotage
2968,Nicki Minaj,19,Starships
2969,Jay Z Kanye West Featuring Frank Ocean,20,No Church In The Wild
2970,Flo Rida Featuring Sia,21,Wild Ones
2971,Drake Featuring The Weeknd,22,Crew Love
2972,Rick Ross Featuring Drake & French Montana,23,Stay Schemin
2973,Tyga Featuring Lil Wayne,24,Faded
2974,Young Jeezy Featuring 2 Chainz,25,SupaFreak
2975,Drake Featuring Lil Wayne,1,The Motto
2976,Drake Featuring Rihanna,2,Take Care
2977,Tyga,3,Rack City
2978,LoveRance Featuring IamSu & Skipper or 50 Cent,4,UP!
2979,Kirko Bangz,5,Drank In My Cup
2980,J. Cole Featuring Trey Songz,6,Can't Get Enough
2981,Wale Featuring Miguel,7,Lotus Flower Bomb
2982,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,8,"Young, Wild & Free"
2983,Jay Z Kanye West,9,Ni**as in Paris
2984,Fat Joe Featuring Chris Brown,10,Another Round
2985,Drake Featuring Nicki Minaj,11,Make Me Proud
2986,Young Jeezy Featuring Ne-Yo,12,Leave You Alone
2987,Future Featuring T.I.,13,Magic
2988,Travis Porter Featuring Tyga,14,Ayy Ladies
2989,Young Jeezy Featuring Jay-Z & Andre 3000,15,I Do
2990,Diggy Featuring Jeremih,16,Do It Like You
2991,Wale Featuring Lloyd,17,Sabotage
2992,Pitbull Featuring Chris Brown,18,International Love
2993,Nicki Minaj,19,Starships
2994,Jay Z Kanye West Featuring Frank Ocean,20,No Church In The Wild
2995,Drake Featuring The Weeknd,21,Crew Love
2996,Flo Rida Featuring Sia,22,Wild Ones
2997,Tyga Featuring Lil Wayne,23,Faded
2998,Ca$h Out,24,Cashin' Out
2999,Rick Ross Featuring Drake & French Montana,25,Stay Schemin
3000,Drake Featuring Lil Wayne,1,The Motto
3001,Drake Featuring Rihanna,2,Take Care
3002,LoveRance Featuring IamSu & Skipper or 50 Cent,3,UP!
3003,Kirko Bangz,4,Drank In My Cup
3004,Tyga,5,Rack City
3005,Fat Joe Featuring Chris Brown,6,Another Round
3006,Young Jeezy Featuring Ne-Yo,7,Leave You Alone
3007,J. Cole Featuring Trey Songz,8,Can't Get Enough
3008,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,9,"Young, Wild & Free"
3009,Wale Featuring Miguel,10,Lotus Flower Bomb
3010,Jay Z Kanye West,11,Ni**as in Paris
3011,Travis Porter Featuring Tyga,12,Ayy Ladies
3012,Future Featuring T.I.,13,Magic
3013,Drake Featuring Nicki Minaj,14,Make Me Proud
3014,Flo Rida Featuring Sia,15,Wild Ones
3015,Wale Featuring Lloyd,16,Sabotage
3016,Nicki Minaj,17,Starships
3017,Tyga Featuring Lil Wayne,18,Faded
3018,Young Jeezy Featuring Jay-Z & Andre 3000,19,I Do
3019,Ca$h Out,20,Cashin' Out
3020,Diggy Featuring Jeremih,21,Do It Like You
3021,Pitbull Featuring Chris Brown,22,International Love
3022,Drake Featuring The Weeknd,23,Crew Love
3023,Jay Z Kanye West Featuring Frank Ocean,24,No Church In The Wild
3024,B.o.B,25,So Good
3025,Drake Featuring Lil Wayne,1,The Motto
3026,Drake Featuring Rihanna,2,Take Care
3027,LoveRance Featuring IamSu & Skipper or 50 Cent,3,UP!
3028,Kirko Bangz,4,Drank In My Cup
3029,Tyga,5,Rack City
3030,Young Jeezy Featuring Ne-Yo,6,Leave You Alone
3031,Fat Joe Featuring Chris Brown,7,Another Round
3032,Travis Porter Featuring Tyga,8,Ayy Ladies
3033,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,9,"Young, Wild & Free"
3034,J. Cole Featuring Trey Songz,10,Can't Get Enough
3035,Jay Z Kanye West,11,Ni**as in Paris
3036,Flo Rida Featuring Sia,12,Wild Ones
3037,Wale Featuring Miguel,13,Lotus Flower Bomb
3038,Drake Featuring Nicki Minaj,14,Make Me Proud
3039,Ca$h Out,15,Cashin' Out
3040,Future Featuring T.I.,16,Magic
3041,Tyga Featuring Lil Wayne,17,Faded
3042,Nicki Minaj,18,Starships
3043,Wale Featuring Lloyd,19,Sabotage
3044,Future,20,Same Damn Time
3045,Young Jeezy Featuring Jay-Z & Andre 3000,21,I Do
3046,B.o.B,22,So Good
3047,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",23,Take It To The Head
3048,Drake Featuring The Weeknd,24,Crew Love
3049,"Kanye West, Big Sean, Pusha T, 2 Chainz",25,Mercy
3050,Drake Featuring Lil Wayne,1,The Motto
3051,LoveRance Featuring IamSu & Skipper or 50 Cent,2,UP!
3052,Kirko Bangz,3,Drank In My Cup
3053,Drake Featuring Rihanna,4,Take Care
3054,Young Jeezy Featuring Ne-Yo,5,Leave You Alone
3055,Fat Joe Featuring Chris Brown,6,Another Round
3056,Tyga,7,Rack City
3057,Travis Porter Featuring Tyga,8,Ayy Ladies
3058,Flo Rida Featuring Sia,9,Wild Ones
3059,Ca$h Out,10,Cashin' Out
3060,Tyga Featuring Lil Wayne,11,Faded
3061,J. Cole Featuring Trey Songz,12,Can't Get Enough
3062,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,13,"Young, Wild & Free"
3063,Jay Z Kanye West,14,Ni**as in Paris
3064,Wale Featuring Miguel,15,Lotus Flower Bomb
3065,Nicki Minaj,16,Starships
3066,Wale Featuring Lloyd,17,Sabotage
3067,Future Featuring T.I.,18,Magic
3068,Future,19,Same Damn Time
3069,"Kanye West, Big Sean, Pusha T, 2 Chainz",20,Mercy
3070,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",21,Take It To The Head
3071,Drake Featuring The Weeknd,22,Crew Love
3072,B.o.B,23,So Good
3073,J. Cole Featuring Missy Elliott,24,Nobody's Perfect
3074,Rick Ross Featuring Drake & French Montana,25,Stay Schemin
3075,Drake Featuring Lil Wayne,1,The Motto
3076,LoveRance Featuring IamSu & Skipper or 50 Cent,2,UP!
3077,Kirko Bangz,3,Drank In My Cup
3078,Drake Featuring Rihanna,4,Take Care
3079,Young Jeezy Featuring Ne-Yo,5,Leave You Alone
3080,Fat Joe Featuring Chris Brown,6,Another Round
3081,Travis Porter Featuring Tyga,7,Ayy Ladies
3082,Ca$h Out,8,Cashin' Out
3083,Flo Rida Featuring Sia,9,Wild Ones
3084,Tyga,10,Rack City
3085,Tyga Featuring Lil Wayne,11,Faded
3086,J. Cole Featuring Trey Songz,12,Can't Get Enough
3087,Nicki Minaj,13,Starships
3088,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,14,"Young, Wild & Free"
3089,Jay Z Kanye West,15,Ni**as in Paris
3090,"Kanye West, Big Sean, Pusha T, 2 Chainz",16,Mercy
3091,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",17,Take It To The Head
3092,Future,18,Same Damn Time
3093,Wale Featuring Lloyd,19,Sabotage
3094,Drake Featuring The Weeknd,20,Crew Love
3095,Future Featuring T.I.,21,Magic
3096,B.o.B,22,So Good
3097,J. Cole Featuring Missy Elliott,23,Nobody's Perfect
3098,Nicki Minaj Featuring 2 Chainz,24,Beez In The Trap
3099,Rick Ross Featuring Drake & French Montana,25,Stay Schemin
3100,Drake Featuring Lil Wayne,1,The Motto
3101,Kirko Bangz,2,Drank In My Cup
3102,LoveRance Featuring IamSu & Skipper or 50 Cent,3,UP!
3103,Young Jeezy Featuring Ne-Yo,4,Leave You Alone
3104,Drake Featuring Rihanna,5,Take Care
3105,Fat Joe Featuring Chris Brown,6,Another Round
3106,Ca$h Out,7,Cashin' Out
3107,Travis Porter Featuring Tyga,8,Ayy Ladies
3108,Flo Rida Featuring Sia,9,Wild Ones
3109,Tyga Featuring Lil Wayne,10,Faded
3110,Nicki Minaj,11,Starships
3111,"Kanye West, Big Sean, Pusha T, 2 Chainz",12,Mercy
3112,J. Cole Featuring Trey Songz,13,Can't Get Enough
3113,Tyga,14,Rack City
3114,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",15,Take It To The Head
3115,Future,16,Same Damn Time
3116,Nicki Minaj Featuring 2 Chainz,17,Beez In The Trap
3117,J. Cole Featuring Missy Elliott,18,Nobody's Perfect
3118,Drake Featuring The Weeknd,19,Crew Love
3119,B.o.B,20,So Good
3120,Drake Featuring Lil Wayne,21,HYFR (Hell Ya F*****g Right)
3121,Wale Featuring Lloyd,22,Sabotage
3122,Rick Ross Featuring Drake & French Montana,23,Stay Schemin
3123,Future Featuring T.I.,24,Magic
3124,Wiz Khalifa,25,"Work Hard, Play Hard"
3125,Kirko Bangz,1,Drank In My Cup
3126,Drake Featuring Lil Wayne,2,The Motto
3127,Young Jeezy Featuring Ne-Yo,3,Leave You Alone
3128,LoveRance Featuring IamSu & Skipper or 50 Cent,4,UP!
3129,Drake Featuring Rihanna,5,Take Care
3130,Ca$h Out,6,Cashin' Out
3131,Fat Joe Featuring Chris Brown,7,Another Round
3132,Flo Rida Featuring Sia,8,Wild Ones
3133,Tyga Featuring Lil Wayne,9,Faded
3134,Travis Porter Featuring Tyga,10,Ayy Ladies
3135,Nicki Minaj,11,Starships
3136,"Kanye West, Big Sean, Pusha T, 2 Chainz",12,Mercy
3137,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",13,Take It To The Head
3138,Drake Featuring The Weeknd,14,Crew Love
3139,Nicki Minaj Featuring 2 Chainz,15,Beez In The Trap
3140,J. Cole Featuring Missy Elliott,16,Nobody's Perfect
3141,Future,17,Same Damn Time
3142,Drake Featuring Lil Wayne,18,HYFR (Hell Ya F*****g Right)
3143,Wiz Khalifa,19,"Work Hard, Play Hard"
3144,Rick Ross Featuring Drake & French Montana,20,Stay Schemin
3145,Future Featuring T.I.,21,Magic
3146,"E-40 With YG, iAMSU! & Problem",22,Function
3147,Pitbull,23,Back In Time
3148,Waka Flocka Flame Featuring Trey Songz,24,I Dont Really Care
3149,B.o.B,25,So Good
3150,Kirko Bangz,1,Drank In My Cup
3151,Young Jeezy Featuring Ne-Yo,2,Leave You Alone
3152,LoveRance Featuring IamSu & Skipper or 50 Cent,3,UP!
3153,Drake Featuring Lil Wayne,4,The Motto
3154,Drake Featuring Rihanna,5,Take Care
3155,Ca$h Out,6,Cashin' Out
3156,Tyga Featuring Lil Wayne,7,Faded
3157,Flo Rida Featuring Sia,8,Wild Ones
3158,"Kanye West, Big Sean, Pusha T, 2 Chainz",9,Mercy
3159,Nicki Minaj,10,Starships
3160,Fat Joe Featuring Chris Brown,11,Another Round
3161,Travis Porter Featuring Tyga,12,Ayy Ladies
3162,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",13,Take It To The Head
3163,J. Cole Featuring Missy Elliott,14,Nobody's Perfect
3164,Nicki Minaj Featuring 2 Chainz,15,Beez In The Trap
3165,Drake Featuring The Weeknd,16,Crew Love
3166,Future,17,Same Damn Time
3167,Drake Featuring Lil Wayne,18,HYFR (Hell Ya F*****g Right)
3168,Wiz Khalifa,19,"Work Hard, Play Hard"
3169,Pitbull,20,Back In Time
3170,Waka Flocka Flame Featuring Trey Songz,21,I Dont Really Care
3171,Rick Ross Featuring Drake & French Montana,22,Stay Schemin
